x1;y1;x2;y2;Suceso;Resultado;Periodo;Min;Jugador;Equipo;Sección;Rival;Local;nombre_jugador;posicion_jugador
 502,501; 107,9;;;Aerial Duel;Lost;2;87;Asensio;Real Madrid ;Defence_Aerial Duels;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 243,211; 223,9;;;Defensive Ball Recovery;;2;83;Asensio;Real Madrid ;Attack_Ball Recoveries;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 229,945; 351,9;;;Defensive Ball Recovery;;2;86;Asensio;Real Madrid ;Attack_Ball Recoveries;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 363,208; 415,1;;;Foul;Commited;1;39;Asensio;Real Madrid ;Fouls_Committed;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 118,993; 272,3;;;Interceptions;;1;42;Asensio;Real Madrid ;Defence_Interceptions;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 586,846; 380,5; 608,554; 176,1;Pass;Chance Created;2;65;Asensio;Real Madrid ;Attack_Crosses;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 373,384; 380,5; 335,395; 272,9;Pass;Succes;1;43;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 528,958; 390,9; 498,205; 404,9;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 509,662; 326,9; 609,76; 350,1;Pass;Succes;2;46;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 422,83; 306,9; 457,804; 302,9;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 475,291; 83,7; 451,171; 95,3;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 642,322; 381,3; 624,232; 382,9;Pass;Failed;2;53;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 494,587; 116,5; 507,853; 108,5;Pass;Failed;2;59;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 452,98; 382,5; 439,714; 356,5;Pass;Succes;2;70;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 273,286; 276,5; 251,578; 196,5;Pass;Failed;2;71;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 258,211; 238,9; 294,391; 170,9;Pass;Succes;2;83;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 252,181; 361,3; 246,754; 376,5;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 523,531; 277,3; 580,816; 182,1;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_All;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 528,958; 390,9; 498,205; 404,9;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 509,662; 326,9; 609,76; 350,1;Pass;Succes;2;46;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 422,83; 306,9; 457,804; 302,9;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 642,322; 381,3; 624,232; 382,9;Pass;Failed;2;53;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 494,587; 116,5; 507,853; 108,5;Pass;Failed;2;59;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 523,531; 277,3; 580,816; 182,1;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 373,384; 380,5; 335,395; 272,9;Pass;Succes;1;43;Asensio;Real Madrid ;Passes_BacKward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 528,958; 390,9; 498,205; 404,9;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_BacKward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 475,291; 83,7; 451,171; 95,3;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_BacKward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 273,286; 276,5; 251,578; 196,5;Pass;Failed;2;71;Asensio;Real Madrid ;Passes_BacKward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_BacKward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 586,846; 380,5; 608,554; 176,1;Pass;Chance Created;2;65;Asensio;Real Madrid ;Passes_Chances Created;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_Chances Created;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_Chances Created;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 586,846; 380,5; 608,554; 176,1;Pass;Chance Created;2;65;Asensio;Real Madrid ;Passes_Chances Created OP;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_Chances Created OP;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_Chances Created OP;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 273,286; 276,5; 251,578; 196,5;Pass;Failed;2;71;Asensio;Real Madrid ;Passes_Defensive Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 252,181; 361,3; 246,754; 376,5;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Defensive Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 509,662; 326,9; 609,76; 350,1;Pass;Succes;2;46;Asensio;Real Madrid ;Passes_Forward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 422,83; 306,9; 457,804; 302,9;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Forward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 258,211; 238,9; 294,391; 170,9;Pass;Succes;2;83;Asensio;Real Madrid ;Passes_Forward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 523,531; 277,3; 580,816; 182,1;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Forward;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 373,384; 380,5; 335,395; 272,9;Pass;Succes;1;43;Asensio;Real Madrid ;Passes_Middle Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 475,291; 83,7; 451,171; 95,3;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Middle Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 452,98; 382,5; 439,714; 356,5;Pass;Succes;2;70;Asensio;Real Madrid ;Passes_Middle Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 258,211; 238,9; 294,391; 170,9;Pass;Succes;2;83;Asensio;Real Madrid ;Passes_Middle Third;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 311,275; 421,3; 399,313; 432,1;Pass;Succes;1;39;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 381,223; 256,1; 376,399; 376,9;Pass;Succes;1;43;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 494,587; 448,5; 517,501; 433,3;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 343,234; 218,1; 537,4; 421,7;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 266,05; 334,5; 319,114; 363,3;Pass;Succes;2;46;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 407,755; 370,9; 401,122; 347,7;Pass;Succes;2;50;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 457,804; 302,9; 426,448; 305,7;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 440,92; 48,5; 522,928; 96,5;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 453,583; 75,3; 477,1; 150,9;Pass;Succes;2;59;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 277,507; 120,5; 422,83; 255,7;Pass;Failed;2;62;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 377,605; 93,7; 580,213; 410,5;Pass;Succes;2;65;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 420,418; 393,3; 507,25; 338,1;Pass;Succes;2;66;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 501,823; 433,7; 457,201; 398,5;Pass;Succes;2;70;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 343,234; 316,5; 509,662; 392,5;Pass;Chance Created;2;71;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 258,814; 125,3; 341,425; 258,5;Pass;Succes;2;75;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 206,353; 196,1; 256,402; 239,7;Pass;Succes;2;83;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 278,11; 338,1; 428,86; 421,7;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 355,897; 340,1; 506,044; 118,9;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_Received;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 373,384; 380,5; 335,395; 272,9;Pass;Succes;1;43;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 528,958; 390,9; 498,205; 404,9;Pass;Succes;1;44;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 509,662; 326,9; 609,76; 350,1;Pass;Succes;2;46;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 422,83; 306,9; 457,804; 302,9;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 475,291; 83,7; 451,171; 95,3;Pass;Succes;2;51;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 642,322; 381,3; 624,232; 382,9;Pass;Failed;2;53;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 494,587; 116,5; 507,853; 108,5;Pass;Failed;2;59;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 452,98; 382,5; 439,714; 356,5;Pass;Succes;2;70;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 273,286; 276,5; 251,578; 196,5;Pass;Failed;2;71;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 258,211; 238,9; 294,391; 170,9;Pass;Succes;2;83;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 252,181; 361,3; 246,754; 376,5;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 523,531; 277,3; 580,816; 182,1;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 643,528; 124,1; 606,745; 265,7;Pass;Chance Created;2;88;Asensio;Real Madrid ;Passes_Short;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 642,322; 381,3; 624,232; 382,9;Pass;Failed;2;53;Asensio;Real Madrid ;Passes_Square;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 494,587; 116,5; 507,853; 108,5;Pass;Failed;2;59;Asensio;Real Madrid ;Passes_Square;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 594,082; 284,5; 606,142; 222,1;Pass;Chance Created;2;66;Asensio;Real Madrid ;Passes_Square;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 452,98; 382,5; 439,714; 356,5;Pass;Succes;2;70;Asensio;Real Madrid ;Passes_Square;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 252,181; 361,3; 246,754; 376,5;Pass;Succes;2;86;Asensio;Real Madrid ;Passes_Square;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 589,04; 339,98; 426,8; 182,98;Shot;On Target;2;71;Asensio;Real Madrid ;Shots_All Attemps;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 204,24; 294,45; 356,08; 192,4;Shot;On Target;2;88;Asensio;Real Madrid ;Shots_All Attemps;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 589,258; 328,9; 649,558; 266,5;Shot;On Target;2;71;Asensio;Real Madrid ;Shots_Attacking Dashboard;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 606,745; 180,9; 645,94; 239,3;Shot;On Target;2;88;Asensio;Real Madrid ;Shots_Attacking Dashboard;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 589,04; 339,98; 426,8; 182,98;Shot;On Target;2;71;Asensio;Real Madrid ;Shots_Inside Penalty Area;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 204,24; 294,45; 356,08; 192,4;Shot;On Target;2;88;Asensio;Real Madrid ;Shots_Inside Penalty Area;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 589,04; 339,98; 426,8; 182,98;Shot;On Target;2;71;Asensio;Real Madrid ;Shots_Left Footed;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 204,24; 294,45; 356,08; 192,4;Shot;On Target;2;88;Asensio;Real Madrid ;Shots_Left Footed;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 589,04; 339,98; 426,8; 182,98;Shot;On Target;2;71;Asensio;Real Madrid ;Shots_On Target;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 204,24; 294,45; 356,08; 192,4;Shot;On Target;2;88;Asensio;Real Madrid ;Shots_On Target;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 451,246; 340,7;;;Tackle;Fail;2;49;Asensio;Real Madrid ;Defence_Tackles;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 316,777; 315,1;;;Tackle;Fail;2;60;Asensio;Real Madrid ;Defence_Tackles;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 412,654; 167,1;;;Take-On;Failed;2;75;Asensio;Real Madrid ;Attack_Take-Ons;Barcelona ;1;Asensio          ;CENTROCAMPISTA
 301,702; 322,3;;;Aerial Duel;Won;1;16;Bale;Real Madrid ;Defence_Aerial Duels;Barcelona ;1;Bale             ;DELANTERO     
 96,682; 349,5;;;Defensive Ball Recovery;;1;12;Bale;Real Madrid ;Attack_Ball Recoveries;Barcelona ;1;Bale             ;DELANTERO     
 222,106; 330,3;;;Interceptions;;1;17;Bale;Real Madrid ;Defence_Interceptions;Barcelona ;1;Bale             ;DELANTERO     
 548,857; 66,9; 565,138; 87,7;Pass;Failed;1;1;Bale;Real Madrid ;Attack_Crosses;Barcelona ;1;Bale             ;DELANTERO     
 569,962; 414,5; 658,0; 134,9;Pass;Failed;1;22;Bale;Real Madrid ;Attack_Crosses;Barcelona ;1;Bale             ;DELANTERO     
 557,299; 60,1; 499,411; 82,5;Pass;Succes;1;1;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 476,497; 166,1; 410,167; 162,9;Pass;Succes;1;3;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 395,092; 169,7; 466,246; 68,5;Pass;Succes;1;4;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 284,14; 155,7; 261,829; 204,9;Pass;Succes;1;8;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 112,285; 350,1; 78,517; 275,3;Pass;Succes;1;12;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 369,766; 440,9; 437,905; 344,1;Pass;Failed;1;12;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 448,156; 412,9; 392,68; 408,1;Pass;Succes;1;13;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 315,496; 352,9; 389,665; 248,9;Pass;Failed;1;16;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 260,02; 329,3; 284,14; 313,7;Pass;Succes;1;18;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 509,662; 328,5; 658,0; 130,9;Pass;Failed;1;19;Bale;Real Madrid ;Passes_All;Barcelona ;1;Bale             ;DELANTERO     
 557,299; 60,1; 499,411; 82,5;Pass;Succes;1;1;Bale;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Bale             ;DELANTERO     
 395,092; 169,7; 466,246; 68,5;Pass;Succes;1;4;Bale;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Bale             ;DELANTERO     
 509,662; 328,5; 658,0; 130,9;Pass;Failed;1;19;Bale;Real Madrid ;Passes_Attacking Third;Barcelona ;1;Bale             ;DELANTERO     
 112,285; 350,1; 78,517; 275,3;Pass;Succes;1;12;Bale;Real Madrid ;Passes_Backpasses;Barcelona ;1;Bale             ;DELANTERO     
 557,299; 60,1; 499,411; 82,5;Pass;Succes;1;1;Bale;Real Madrid ;Passes_BacKward;Barcelona ;1;Bale             ;DELANTERO     
 476,497; 166,1; 410,167; 162,9;Pass;Succes;1;3;Bale;Real Madrid ;Passes_BacKward;Barcelona ;1;Bale             ;DELANTERO     
 284,14; 155,7; 261,829; 204,9;Pass;Succes;1;8;Bale;Real Madrid ;Passes_BacKward;Barcelona ;1;Bale             ;DELANTERO     
 112,285; 350,1; 78,517; 275,3;Pass;Succes;1;12;Bale;Real Madrid ;Passes_BacKward;Barcelona ;1;Bale             ;DELANTERO     
 448,156; 412,9; 392,68; 408,1;Pass;Succes;1;13;Bale;Real Madrid ;Passes_BacKward;Barcelona ;1;Bale             ;DELANTERO     
 112,285; 350,1; 78,517; 275,3;Pass;Succes;1;12;Bale;Real Madrid ;Passes_Defensive Third;Barcelona ;1;Bale             ;DELANTERO     
 395,092; 169,7; 466,246; 68,5;Pass;Succes;1;4;Bale;Real Madrid ;Passes_Forward;Barcelona ;1;Bale             ;DELANTERO     
 369,766; 440,9; 437,905; 344,1;Pass;Failed;1;12;Bale;Real Madrid ;Passes_Forward;Barcelona ;1;Bale             ;DELANTERO     
 315,496; 352,9; 389,665; 248,9;Pass;Failed;1;16;Bale;Real Madrid ;Passes_Forward;Barcelona ;1;Bale             ;DELANTERO     
 260,02; 329,3; 284,14; 313,7;Pass;Succes;1;18;Bale;Real Madrid ;Passes_Forward;Barcelona ;1;Bale             ;DELANTERO     
 509,662; 328,5; 658,0; 130,9;Pass;Failed;1;19;Bale;Real Madrid ;Passes_Forward;Barcelona ;1;Bale             ;DELANTERO     
 509,662; 328,5; 658,0; 130,9;Pass;Failed;1;19;Bale;Real Madrid ;Passes_Long;Barcelona ;1;Bale             ;DELANTERO     
 476,497; 166,1; 410,167; 162,9;Pass;Succes;1;3;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 284,14; 155,7; 261,829; 204,9;Pass;Succes;1;8;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 369,766; 440,9; 437,905; 344,1;Pass;Failed;1;12;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 448,156; 412,9; 392,68; 408,1;Pass;Succes;1;13;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 315,496; 352,9; 389,665; 248,9;Pass;Failed;1;16;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 260,02; 329,3; 284,14; 313,7;Pass;Succes;1;18;Bale;Real Madrid ;Passes_Middle Third;Barcelona ;1;Bale             ;DELANTERO     
 465,643; 90,1; 543,43; 71,7;Pass;Succes;1;1;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 568,153; 80,5; 558,505; 60,1;Pass;Succes;1;1;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 449,965; 125,3; 481,924; 158,1;Pass;Succes;1;3;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 285,949; 336,9; 372,781; 186,9;Pass;Succes;1;4;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 279,316; 62,9; 447,553; 84,1;Pass;Failed;1;6;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 246,754; 148,1; 317,908; 132,5;Pass;Succes;1;8;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 339,616; 395,7; 372,178; 430,9;Pass;Succes;1;12;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 313,687; 161,3; 465,04; 396,9;Pass;Succes;1;13;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 340,219; 307,3; 460,216; 385,7;Pass;Failed;1;13;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 287,155; 178,5; 255,196; 322,5;Pass;Succes;1;18;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 479,512; 348,9; 500,014; 323,7;Pass;Succes;1;19;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 328,159; 224,5; 547,048; 258,1;Pass;Chance Created;1;21;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 537,4; 348,9; 598,303; 416,5;Pass;Succes;1;22;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 455,995; 393,7; 621,217; 362,5;Pass;Succes;1;27;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 396,901; 365,7; 485,542; 332,9;Pass;Chance Created;1;33;Bale;Real Madrid ;Passes_Received;Barcelona ;1;Bale             ;DELANTERO     
 557,299; 60,1; 499,411; 82,5;Pass;Succes;1;1;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 476,497; 166,1; 410,167; 162,9;Pass;Succes;1;3;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 395,092; 169,7; 466,246; 68,5;Pass;Succes;1;4;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 284,14; 155,7; 261,829; 204,9;Pass;Succes;1;8;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 112,285; 350,1; 78,517; 275,3;Pass;Succes;1;12;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 369,766; 440,9; 437,905; 344,1;Pass;Failed;1;12;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 448,156; 412,9; 392,68; 408,1;Pass;Succes;1;13;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 315,496; 352,9; 389,665; 248,9;Pass;Failed;1;16;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 260,02; 329,3; 284,14; 313,7;Pass;Succes;1;18;Bale;Real Madrid ;Passes_Short;Barcelona ;1;Bale             ;DELANTERO     
 369,766; 48,5; 383,635; 176,1;Pass;Succes;1;0;Bale;Real Madrid ;Passes_Throw-ins;Barcelona ;1;Bale             ;DELANTERO     
 572,977; 48,5; 569,962; 82,9;Pass;Succes;1;1;Bale;Real Madrid ;Passes_Throw-ins;Barcelona ;1;Bale             ;DELANTERO     
 404,96; 448,31; 385,2; 211,24;Shot;On Target;1;21;Bale;Real Madrid ;Shots_All Attemps;Barcelona ;1;Bale             ;DELANTERO     
 549,52; 580,19; 335,28; 31,234;Shot;Off Target;1;33;Bale;Real Madrid ;Shots_All Attemps;Barcelona ;1;Bale             ;DELANTERO     
 547,651; 258,1; 638,704; 250,5;Shot;On Target;1;21;Bale;Real Madrid ;Shots_Attacking Dashboard;Barcelona ;1;Bale             ;DELANTERO     
 496,999; 313,7; 658,0; 231,3;Shot;Off Target;1;33;Bale;Real Madrid ;Shots_Attacking Dashboard;Barcelona ;1;Bale             ;DELANTERO     
 404,96; 448,31; 385,2; 211,24;Shot;On Target;1;21;Bale;Real Madrid ;Shots_Left Footed;Barcelona ;1;Bale             ;DELANTERO     
 549,52; 580,19; 335,28; 31,234;Shot;Off Target;1;33;Bale;Real Madrid ;Shots_Left Footed;Barcelona ;1;Bale             ;DELANTERO     
 549,52; 580,19; 335,28; 31,234;Shot;Off Target;1;33;Bale;Real Madrid ;Shots_Off Target;Barcelona ;1;Bale             ;DELANTERO     
 404,96; 448,31; 385,2; 211,24;Shot;On Target;1;21;Bale;Real Madrid ;Shots_On Target;Barcelona ;1;Bale             ;DELANTERO     
 404,96; 448,31; 385,2; 211,24;Shot;On Target;1;21;Bale;Real Madrid ;Shots_Outside Penalty Area;Barcelona ;1;Bale             ;DELANTERO     
 549,52; 580,19; 335,28; 31,234;Shot;Off Target;1;33;Bale;Real Madrid ;Shots_Outside Penalty Area;Barcelona ;1;Bale             ;DELANTERO     
 504,31; 141,9;;;Tackle;Success;1;4;Bale;Real Madrid ;Defence_Tackles;Barcelona ;1;Bale             ;DELANTERO     
 595,966; 339,9;;;Take-On;Failed;1;27;Bale;Real Madrid ;Attack_Take-Ons;Barcelona ;1;Bale             ;DELANTERO     
 477,778; 185,1;;;Aerial Duel;Lost;1;1;Benzema;Real Madrid ;Defence_Aerial Duels;Barcelona ;1;Benzema          ;DELANTERO     
 368,032; 231,1;;;Aerial Duel;Lost;1;16;Benzema;Real Madrid ;Defence_Aerial Duels;Barcelona ;1;Benzema          ;DELANTERO     
 178,69; 177,9;;;Defensive Ball Recovery;;1;37;Benzema;Real Madrid ;Attack_Ball Recoveries;Barcelona ;1;Benzema          ;DELANTERO     
